lap,t_in_lap,tyre_age,battery_soc_pct,deploy_kw,energy_used_lap_mj,speed_kph,gap_sec,closing_speed_kph,drs_available,mode_ground_truth,overtake_attempted,overtake_success
18,0.76,18,0.01,-16.4,2.048,136.7,0.156,-10.09,True,Harvest,False,False
18,0.7606,18,0.0,69.29,2.052,154.6,1.229,4.72,False,Push,False,False
18,0.7611,18,0.0,108.34,2.057,162.7,1.538,9.34,False,Overtake,False,False
18,0.7617,18,0.0,67.08,2.061,154.1,0.405,-8.65,False,Push,False,False
18,0.7622,18,0.0,69.66,2.064,154.7,1.765,-5.42,False,Push,False,False
18,0.7628,18,0.0,112.51,2.07,163.6,0.549,0.72,False,Push,True,False
18,0.7633,18,0.0,44.52,2.072,149.5,0.05,4.66,False,Balance,True,False
18,0.7639,18,0.0,-13.82,2.072,137.3,1.697,0.98,False,Harvest,False,False
18,0.7644,18,0.01,-19.84,2.072,136.1,0.668,-2.92,False,Harvest,False,False
18,0.765,18,0.01,-30.25,2.072,134.0,0.198,7.03,False,Harvest,True,True
18,0.7656,18,0.01,-14.4,2.072,137.3,0.801,-8.07,False,Harvest,False,False
18,0.7661,18,0.02,-36.83,2.072,132.6,0.477,2.64,False,Harvest,True,False
18,0.7667,18,0.01,77.39,2.076,156.5,1.405,10.63,False,Push,False,False
18,0.7672,18,0.0,99.72,2.081,161.1,0.097,6.42,False,Push,True,True
18,0.7678,18,0.0,46.65,2.083,150.1,0.603,2.65,False,Balance,True,False
18,0.7683,18,0.0,49.74,2.086,150.8,0.172,-8.88,False,Balance,False,False
18,0.7689,18,0.0,-13.31,2.086,137.6,0.165,2.76,False,Harvest,True,False
18,0.7694,18,0.0,80.48,2.09,157.2,0.271,-11.19,False,Push,False,False
18,0.77,18,0.0,35.05,2.092,147.8,0.262,4.34,False,Balance,True,False
18,0.7706,18,0.0,-29.27,2.092,134.4,0.322,23.87,False,Harvest,True,False
18,0.7711,18,0.01,-15.05,2.092,137.4,1.791,4.42,False,Harvest,False,False
18,0.7717,18,0.0,99.74,2.096,161.3,0.495,9.22,False,Push,True,False
18,0.7722,18,0.0,19.58,2.097,144.7,0.527,2.84,False,Balance,True,False
18,0.7728,18,0.0,25.05,2.099,145.8,0.639,2.37,False,Balance,True,False
18,0.7733,18,0.0,31.58,2.1,147.2,0.236,8.59,False,Balance,True,False
18,0.7739,18,0.0,36.95,2.102,148.4,0.05,-1.53,False,Balance,False,False
18,0.7744,18,0.0,-12.84,2.102,138.0,0.229,11.91,False,Harvest,True,True
18,0.775,18,0.0,73.87,2.106,156.1,0.05,1.74,False,Push,True,False
18,0.7756,18,0.0,-28.41,2.106,134.9,0.178,1.95,False,Harvest,True,False
18,0.7761,18,0.0,26.22,2.107,146.3,3.536,-0.44,False,Balance,False,False
18,0.7767,18,0.0,46.58,2.109,150.5,0.05,-0.0,False,Balance,False,False
18,0.7772,18,0.0,38.61,2.111,148.9,0.618,0.97,False,Balance,True,False
18,0.7778,18,0.0,34.73,2.113,148.1,0.543,2.01,False,Balance,True,False
18,0.7783,18,0.0,106.98,2.118,163.2,0.726,6.14,False,Push,True,True
18,0.7789,18,0.01,-38.4,2.118,133.0,0.05,0.43,False,Harvest,True,False
18,0.7794,18,0.01,-15.23,2.118,137.9,0.596,6.45,False,Harvest,True,False
18,0.78,18,0.0,30.3,2.12,147.4,0.112,0.24,False,Balance,True,False
18,0.7806,18,0.0,92.52,2.125,160.4,0.072,7.33,False,Push,True,True
18,0.7811,18,0.0,25.61,2.126,146.5,0.62,-1.52,False,Balance,False,False
18,0.7817,18,0.01,-33.98,2.126,134.1,0.597,-3.94,False,Harvest,False,False
18,0.7822,18,0.0,14.68,2.127,144.3,0.491,7.61,False,Balance,True,False
18,0.7828,18,0.0,108.2,2.132,163.8,0.924,-18.21,False,Push,False,False
18,0.7833,18,0.0,-13.06,2.132,138.6,0.112,-6.43,False,Harvest,False,False
18,0.7839,18,0.01,-28.71,2.132,135.4,0.678,12.11,False,Harvest,True,False
18,0.7844,18,0.01,-26.2,2.132,135.9,0.8,13.62,False,Harvest,True,False
18,0.785,18,0.0,47.1,2.134,151.3,0.401,-1.07,False,Balance,False,False
18,0.7856,18,0.01,-15.89,2.134,138.2,1.219,5.32,False,Harvest,False,False
18,0.7861,18,0.01,-37.3,2.134,133.8,1.2,13.03,False,Harvest,False,False
18,0.7867,18,0.0,108.14,2.14,164.1,0.173,2.92,False,Overtake,True,False
18,0.7872,18,0.01,-33.61,2.14,134.6,0.25,-3.1,False,Harvest,False,False
18,0.7878,18,0.01,-21.95,2.14,137.1,0.132,-5.48,False,Harvest,False,False
18,0.7883,18,0.0,45.65,2.142,151.2,0.174,11.8,False,Balance,True,False
18,0.7889,18,0.0,91.83,2.147,160.9,0.051,11.77,False,Push,True,True
18,0.7894,18,0.01,-30.27,2.147,135.5,0.05,-2.94,False,Harvest,False,False
18,0.79,18,0.0,29.5,2.148,148.0,0.256,8.6,False,Balance,True,True
18,0.7906,18,0.0,-20.31,2.148,137.7,0.314,13.44,False,Harvest,True,True
18,0.7911,18,0.0,29.57,2.15,148.2,0.399,9.99,False,Balance,True,False
18,0.7917,18,0.0,-16.87,2.15,138.5,0.158,24.98,False,Harvest,True,False
18,0.7922,18,0.01,-17.08,2.15,138.5,1.054,2.63,False,Harvest,False,False
18,0.7928,18,0.01,-14.73,2.15,139.1,0.24,2.18,False,Harvest,True,False
18,0.7933,18,0.01,-30.01,2.15,136.0,0.243,-0.42,False,Harvest,False,False
18,0.7939,18,0.02,-23.09,2.15,137.5,0.05,3.3,False,Harvest,True,False
18,0.7944,18,0.02,-31.11,2.15,135.8,0.05,-1.89,False,Harvest,False,False
18,0.795,18,0.03,-24.09,2.15,137.4,0.492,1.39,False,Harvest,True,False
18,0.7956,18,0.02,35.76,2.151,149.9,1.286,-0.85,False,Balance,False,False
18,0.7961,18,0.02,-23.68,2.151,137.6,0.758,20.79,False,Harvest,True,True
18,0.7967,18,0.02,27.55,2.153,148.3,0.978,2.01,False,Balance,True,False
18,0.7972,18,0.02,-30.02,2.153,136.4,0.198,4.34,False,Harvest,True,False
18,0.7978,18,0.03,-31.3,2.153,136.2,1.496,1.39,False,Harvest,False,False
18,0.7983,18,0.03,-20.85,2.153,138.4,0.524,7.03,False,Harvest,True,True
18,0.7989,18,0.04,-13.97,2.153,139.9,0.527,0.76,False,Harvest,True,False
18,0.7994,18,0.02,77.18,2.157,159.0,1.046,-10.63,False,Push,False,False
18,0.8,18,0.01,88.07,2.161,161.3,0.509,4.1,False,Push,True,False
18,0.8006,18,0.0,93.76,2.166,162.5,0.416,3.75,False,Push,True,False
18,0.8011,18,0.0,45.32,2.168,152.5,1.546,16.55,False,Balance,False,False
18,0.8017,18,0.0,118.26,2.174,167.8,0.23,12.83,False,Push,True,False
18,0.8022,18,0.01,-34.78,2.174,136.0,0.358,18.87,False,Harvest,True,True
18,0.8028,18,0.0,20.23,2.175,147.5,0.05,5.65,False,Balance,True,True
18,0.8033,18,0.01,-38.36,2.175,135.3,0.359,2.04,False,Harvest,True,False
18,0.8039,18,0.01,-10.69,2.175,141.2,1.338,3.51,False,Harvest,False,False
18,0.8044,18,0.0,40.95,2.177,152.0,0.071,4.5,False,Balance,True,False
18,0.805,18,0.01,-13.3,2.177,140.8,1.048,1.96,False,Harvest,False,False
18,0.8056,18,0.0,78.49,2.181,160.0,0.371,5.46,False,Push,True,False
18,0.8061,18,0.0,24.67,2.182,148.8,0.05,2.83,False,Balance,True,False
18,0.8067,18,0.0,-19.98,2.182,139.6,0.056,-11.36,False,Harvest,False,False
18,0.8072,18,0.01,-33.56,2.182,136.8,0.489,15.66,False,Harvest,True,False
18,0.8078,18,0.01,-22.44,2.182,139.2,2.992,-8.39,False,Harvest,False,False
18,0.8083,18,0.02,-24.38,2.182,138.9,0.337,1.49,False,Harvest,True,False
18,0.8089,18,0.01,45.58,2.184,153.6,0.148,6.53,False,Balance,True,True
18,0.8094,18,0.0,40.8,2.186,152.6,1.285,13.54,False,Balance,False,False
18,0.81,18,0.01,-17.25,2.186,140.6,1.199,-6.05,False,Harvest,False,False
18,0.8106,18,0.01,-15.91,2.186,141.0,2.249,2.36,False,Harvest,False,False
18,0.8111,18,0.0,116.2,2.192,168.6,0.693,-3.86,False,Overtake,False,False
18,0.8117,18,0.0,17.0,2.193,148.0,0.211,5.75,False,Balance,True,True
18,0.8122,18,0.01,-30.36,2.193,138.2,0.053,3.7,False,Harvest,True,False
18,0.8128,18,0.01,-38.57,2.193,136.6,0.935,6.56,False,Harvest,True,False
18,0.8133,18,0.01,11.22,2.194,147.0,0.379,12.31,False,Balance,True,False
18,0.8139,18,0.01,22.28,2.195,149.4,0.108,-1.28,False,Balance,False,False
18,0.8144,18,0.0,44.43,2.197,154.1,0.412,-4.02,False,Balance,False,False
18,0.815,18,0.01,-35.08,2.197,137.6,0.05,8.46,False,Harvest,True,False
18,0.8156,18,0.0,28.83,2.198,151.0,0.148,1.27,False,Balance,True,False
18,0.8161,18,0.0,-19.81,2.198,141.0,1.355,7.11,False,Harvest,False,False
18,0.8167,18,0.01,-19.76,2.198,141.1,1.296,8.4,False,Harvest,False,False
18,0.8172,18,0.0,24.65,2.2,150.4,1.369,22.88,False,Balance,False,False
18,0.8178,18,0.01,-29.5,2.2,139.2,0.456,-1.86,False,Harvest,False,False
18,0.8183,18,0.01,-33.96,2.2,138.4,1.445,6.8,False,Harvest,False,False
18,0.8189,18,0.01,45.69,2.202,155.1,1.851,-0.21,False,Balance,False,False
18,0.8194,18,0.0,10.28,2.203,147.8,0.508,6.82,False,Balance,True,True
18,0.82,18,0.01,-32.93,2.203,138.8,0.571,12.94,False,Harvest,True,True
18,0.8206,18,0.01,-24.72,2.203,140.6,0.05,12.25,False,Harvest,True,False
18,0.8211,18,0.02,-18.8,2.203,142.0,0.693,-5.0,False,Harvest,False,False
18,0.8217,18,0.02,-28.89,2.203,140.0,0.585,-9.05,False,Harvest,False,False
18,0.8222,18,0.02,16.9,2.203,149.6,0.05,-12.51,False,Balance,False,False
18,0.8228,18,0.01,44.15,2.206,155.4,0.679,5.47,False,Balance,True,True
18,0.8233,18,0.01,21.46,2.207,150.7,0.257,4.29,False,Balance,True,False
18,0.8239,18,0.0,21.87,2.208,150.9,0.315,12.88,False,Balance,True,True
18,0.8244,18,0.01,-12.89,2.208,143.8,0.074,11.52,False,Harvest,True,True
18,0.825,18,0.0,39.31,2.21,154.7,0.496,-2.48,False,Balance,False,False
18,0.8256,18,0.0,21.22,2.211,151.1,0.715,12.24,False,Balance,True,False
18,0.8261,18,0.0,-21.58,2.211,142.2,0.657,-3.07,False,Harvest,False,False
18,0.8267,18,0.0,22.58,2.212,151.5,0.05,-1.01,False,Balance,False,False
18,0.8272,18,0.0,37.85,2.214,154.8,1.055,-0.81,False,Balance,False,False
18,0.8278,18,0.0,87.46,2.218,165.2,0.347,-1.46,False,Push,False,False
18,0.8283,18,0.0,40.37,2.22,155.5,0.05,7.03,False,Balance,True,True
18,0.8289,18,0.0,119.4,2.226,172.1,0.337,-6.13,False,Overtake,False,False
18,0.8294,18,0.0,98.45,2.231,167.8,1.328,12.82,False,Push,False,False
18,0.83,18,0.0,90.47,2.236,166.3,0.359,13.43,False,Push,True,True
18,0.8306,18,0.0,-13.52,2.236,144.7,0.662,5.09,False,Harvest,True,False
18,0.8311,18,0.0,19.9,2.237,151.8,0.073,6.55,False,Balance,True,False
18,0.8317,18,0.0,-15.23,2.237,144.6,0.281,1.89,False,Harvest,True,False
18,0.8322,18,0.0,22.55,2.238,152.5,0.132,7.64,False,Balance,True,True
18,0.8328,18,0.0,91.24,2.242,166.9,0.876,3.73,False,Overtake,True,False
18,0.8333,18,0.0,-29.73,2.242,141.8,0.91,10.41,False,Harvest,True,False
18,0.8339,18,0.01,-24.52,2.242,143.0,1.675,11.17,False,Harvest,False,False
18,0.8344,18,0.0,96.48,2.247,168.3,0.61,7.97,False,Overtake,True,True
18,0.835,18,0.0,108.49,2.253,171.0,0.104,13.9,False,Push,True,False
18,0.8356,18,0.0,27.25,2.254,154.1,0.408,2.88,False,Balance,True,False
18,0.8361,18,0.01,-35.3,2.254,141.2,0.937,-0.92,False,Harvest,False,False
18,0.8367,18,0.01,-38.82,2.254,140.6,0.134,6.05,False,Harvest,True,True
18,0.8372,18,0.01,12.57,2.255,151.4,1.397,1.62,False,Balance,False,False
18,0.8378,18,0.01,28.19,2.256,154.8,0.555,-7.23,False,Balance,False,False
18,0.8383,18,0.0,77.71,2.26,165.2,0.263,-14.84,False,Push,False,False
18,0.8389,18,0.0,107.75,2.265,171.6,0.394,5.64,False,Push,True,True
18,0.8394,18,0.01,-34.42,2.265,142.1,0.177,3.09,False,Harvest,True,False
18,0.84,18,0.01,-21.88,2.265,144.8,0.138,10.65,False,Harvest,True,True
18,0.8406,18,0.0,42.43,2.267,158.3,0.315,2.58,False,Balance,True,False
18,0.8411,18,0.01,-25.39,2.267,144.3,0.329,9.89,False,Harvest,True,True
18,0.8417,18,0.0,21.1,2.268,154.1,1.71,1.66,False,Balance,False,False
18,0.8422,18,0.0,30.57,2.27,156.2,1.114,-1.05,False,Balance,False,False
18,0.8428,18,0.0,47.94,2.272,159.9,1.058,9.13,False,Balance,False,False
18,0.8433,18,0.0,78.73,2.276,166.4,1.108,-4.66,False,Push,False,False
18,0.8439,18,0.0,40.37,2.278,158.6,0.556,13.46,False,Balance,True,False
18,0.8444,18,0.0,19.03,2.279,154.2,0.345,-6.96,False,Balance,False,False
18,0.845,18,0.0,101.09,2.284,171.4,0.129,1.1,False,Overtake,True,False
18,0.8456,18,0.0,28.33,2.286,156.4,0.174,3.79,False,Balance,True,False
18,0.8461,18,0.0,-20.13,2.286,146.4,0.054,3.0,False,Harvest,True,False
18,0.8467,18,0.0,91.49,2.29,169.8,0.384,0.54,False,Push,True,False
18,0.8472,18,0.0,29.86,2.292,157.1,0.182,0.78,False,Balance,True,False
18,0.8478,18,0.0,69.06,2.295,165.4,0.162,10.52,False,Push,True,False
18,0.8483,18,0.0,25.91,2.296,156.5,0.52,-6.62,False,Balance,False,False
18,0.8489,18,0.01,-35.32,2.296,143.9,0.355,14.85,False,Harvest,True,True
18,0.8494,18,0.0,73.15,2.3,166.6,0.829,-6.76,False,Push,False,False
18,0.85,18,0.0,22.66,2.301,156.2,0.05,-3.47,False,Balance,False,False
18,0.8506,18,0.0,48.09,2.304,161.6,1.837,-8.97,False,Balance,False,False
18,0.8511,18,0.0,104.08,2.309,173.4,0.908,28.62,False,Push,True,True
18,0.8517,18,0.0,-22.33,2.309,147.2,0.249,1.57,False,Harvest,True,False
18,0.8522,18,0.01,-34.1,2.309,144.9,0.599,12.18,False,Harvest,True,True
18,0.8528,18,0.0,47.59,2.311,162.0,1.271,11.3,False,Balance,False,False
18,0.8533,18,0.0,29.75,2.313,158.4,1.4,8.22,False,Balance,False,False
18,0.8539,18,0.01,-31.81,2.313,145.7,0.05,10.66,False,Harvest,True,False
18,0.8544,18,0.01,-24.61,2.313,147.3,0.083,22.4,False,Harvest,True,True
18,0.855,18,0.02,-37.5,2.313,144.8,0.171,4.2,False,Harvest,True,False
18,0.8556,18,0.01,27.88,2.314,158.5,0.962,-7.23,False,Balance,False,False
18,0.8561,18,0.0,112.26,2.32,176.2,0.428,9.28,False,Overtake,True,True
18,0.8567,18,0.0,-29.04,2.32,146.9,1.026,10.21,False,Harvest,False,False
18,0.8572,18,0.0,34.26,2.321,160.2,0.05,-9.42,False,Balance,False,False
18,0.8578,18,0.0,-22.39,2.321,148.6,0.367,-11.27,False,Harvest,False,False
18,0.8583,18,0.01,-27.57,2.321,147.6,0.785,10.32,False,Harvest,True,True
18,0.8589,18,0.01,-19.14,2.321,149.5,1.273,10.52,False,Harvest,False,False
18,0.8594,18,0.02,-39.85,2.321,145.3,1.251,8.98,False,Harvest,False,False
18,0.86,18,0.02,-32.23,2.321,147.1,0.05,-9.4,False,Harvest,False,False
18,0.8606,18,0.02,16.84,2.322,157.4,0.099,14.52,False,Balance,True,True
18,0.8611,18,0.02,19.8,2.323,158.2,0.463,0.15,False,Balance,True,False
18,0.8617,18,0.02,-20.51,2.323,149.9,1.018,4.29,False,Harvest,False,False
18,0.8622,18,0.02,-21.25,2.323,149.9,3.065,-0.63,False,Harvest,False,False
18,0.8628,18,0.02,32.77,2.325,161.3,0.99,7.07,False,Balance,True,True
18,0.8633,18,0.0,109.41,2.33,177.4,0.12,3.16,False,Push,True,False
18,0.8639,18,0.0,-24.98,2.33,149.5,0.467,2.36,False,Harvest,True,False
18,0.8644,18,0.0,39.3,2.332,163.0,0.382,14.8,False,Balance,True,True
18,0.865,18,0.0,25.12,2.334,160.2,0.079,-1.37,False,Balance,False,False
18,0.8656,18,0.0,-14.11,2.334,152.2,0.872,6.05,False,Harvest,True,True
18,0.8661,18,0.01,-30.25,2.334,149.0,0.638,3.49,False,Harvest,True,False
18,0.8667,18,0.0,41.78,2.336,164.1,0.705,0.44,False,Balance,True,False
18,0.8672,18,0.01,-31.55,2.336,149.0,1.461,3.82,False,Harvest,False,False
18,0.8678,18,0.01,-25.47,2.336,150.4,0.222,18.09,False,Harvest,True,False
18,0.8683,18,0.0,36.91,2.338,163.5,0.382,1.85,False,Balance,True,False
18,0.8689,18,0.0,25.87,2.339,161.4,0.137,-5.82,False,Balance,False,False
18,0.8694,18,0.0,25.34,2.34,161.4,0.351,27.37,False,Balance,True,False
18,0.87,18,0.01,-34.33,2.34,149.1,0.05,3.16,False,Harvest,True,False
18,0.8706,18,0.01,-30.91,2.34,150.0,0.433,25.81,False,Harvest,True,True
18,0.8711,18,0.01,14.32,2.341,159.5,0.055,8.94,False,Balance,True,True
18,0.8717,18,0.01,-26.3,2.341,151.2,0.271,20.37,False,Harvest,True,False
18,0.8722,18,0.02,-24.24,2.341,151.8,0.403,-0.78,False,Harvest,False,False
18,0.8728,18,0.02,-21.37,2.341,152.5,0.965,11.9,False,Harvest,True,False
18,0.8733,18,0.03,-34.85,2.341,149.9,0.423,-4.05,False,Harvest,False,False
18,0.8739,18,0.02,49.91,2.343,167.7,0.368,11.0,False,Balance,True,False
18,0.8744,18,0.02,-37.76,2.343,149.6,0.999,11.07,False,Harvest,True,False
18,0.875,18,0.02,37.85,2.345,165.5,0.581,11.6,False,Balance,True,False
18,0.8756,18,0.01,69.83,2.349,172.3,0.639,14.76,False,Push,True,True
18,0.8761,18,0.01,-29.35,2.349,151.8,1.015,3.14,False,Harvest,False,False
18,0.8767,18,0.02,-27.4,2.349,152.3,0.106,4.48,False,Harvest,True,False
18,0.8772,18,0.0,71.16,2.352,173.0,0.536,-3.2,False,Push,False,False
18,0.8778,18,0.0,97.15,2.357,178.6,0.368,11.02,False,Push,True,True
18,0.8783,18,0.0,82.88,2.361,175.7,0.386,7.71,False,Push,True,False
18,0.8789,18,0.0,84.61,2.366,176.2,0.607,-8.45,False,Push,False,False
18,0.8794,18,0.0,61.01,2.369,171.5,0.263,-4.93,False,Push,False,False
18,0.88,18,0.01,-38.59,2.369,150.9,2.012,2.19,False,Harvest,False,False
18,0.8806,18,0.01,-34.45,2.369,151.9,2.318,-1.1,False,Harvest,False,False
18,0.8811,18,0.0,66.09,2.372,173.0,0.242,8.08,False,Push,True,True
18,0.8817,18,0.0,64.19,2.375,172.8,0.386,19.51,False,Push,True,True
18,0.8822,18,0.0,95.19,2.38,179.4,0.434,-2.32,False,Overtake,False,False
18,0.8828,18,0.0,31.1,2.381,166.2,0.342,-0.41,False,Balance,False,False
18,0.8833,18,0.0,90.73,2.386,178.8,1.559,8.34,False,Overtake,False,False
18,0.8839,18,0.0,-29.46,2.386,153.9,2.676,0.48,False,Harvest,False,False
18,0.8844,18,0.0,45.12,2.388,169.6,0.712,16.7,False,Balance,True,True
18,0.885,18,0.0,71.38,2.392,175.2,0.474,8.62,False,Push,True,True
18,0.8856,18,0.0,11.01,2.392,162.8,0.233,10.85,False,Balance,True,True
18,0.8861,18,0.0,91.23,2.397,179.6,0.116,7.17,False,Overtake,True,False
18,0.8867,18,0.0,22.01,2.398,165.4,2.08,1.48,False,Balance,False,False
18,0.8872,18,0.01,-34.33,2.398,153.8,0.05,2.48,False,Harvest,True,False
18,0.8878,18,0.01,-34.96,2.398,153.8,0.156,10.12,False,Harvest,True,False
18,0.8883,18,0.02,-39.13,2.398,153.1,0.898,0.77,False,Harvest,True,False
18,0.8889,18,0.02,-13.89,2.398,158.5,0.803,6.44,False,Harvest,True,True
18,0.8894,18,0.02,22.57,2.399,166.3,0.849,9.26,False,Balance,True,False
18,0.89,18,0.01,22.19,2.4,166.4,0.821,15.5,False,Balance,True,True
18,0.8906,18,0.01,-11.24,2.4,159.6,1.135,6.04,False,Harvest,False,False
18,0.8911,18,0.02,-28.4,2.4,156.2,0.098,4.95,False,Harvest,True,False
18,0.8917,18,0.03,-33.88,2.4,155.2,0.146,5.11,False,Harvest,True,False
18,0.8922,18,0.03,-20.08,2.4,158.2,0.265,14.06,False,Harvest,True,True
18,0.8928,18,0.03,-29.84,2.4,156.4,1.266,2.18,False,Harvest,False,False
18,0.8933,18,0.02,75.35,2.404,178.4,1.193,0.36,False,Push,False,False
18,0.8939,18,0.01,37.23,2.406,170.7,3.246,-1.94,False,Balance,False,False
18,0.8944,18,0.01,46.82,2.408,172.8,0.811,12.58,False,Balance,True,True
18,0.895,18,0.0,18.89,2.409,167.2,0.052,-8.15,False,Balance,False,False
18,0.8956,18,0.0,96.79,2.414,183.6,0.372,2.16,False,Push,True,False
18,0.8961,18,0.0,28.42,2.415,169.5,0.935,17.35,False,Balance,True,False
18,0.8967,18,0.0,43.33,2.418,172.8,1.388,-0.72,False,Balance,False,False
18,0.8972,18,0.0,21.91,2.419,168.5,0.068,9.5,False,Balance,True,False
18,0.8978,18,0.01,-35.61,2.419,156.6,0.199,-1.73,False,Harvest,False,False
18,0.8983,18,0.01,-22.53,2.419,159.5,0.539,7.4,False,Harvest,True,False
18,0.8989,18,0.01,22.25,2.42,169.0,0.05,8.49,False,Balance,True,True
18,0.8994,18,0.0,32.37,2.421,171.3,0.05,-5.7,False,Balance,False,False
18,0.9,18,0.0,107.37,2.427,187.1,0.521,6.98,False,Push,True,True
18,0.9006,18,0.0,33.76,2.428,171.9,0.076,20.92,False,Balance,True,True
18,0.9011,18,0.0,42.26,2.431,173.9,0.759,-0.59,False,Balance,False,False
18,0.9017,18,0.0,31.78,2.432,171.9,0.435,-4.57,False,Balance,False,False
18,0.9022,18,0.0,14.2,2.433,168.4,1.161,14.4,False,Balance,False,False
18,0.9028,18,0.0,104.45,2.438,187.3,0.546,6.95,False,Push,True,False
18,0.9033,18,0.0,40.55,2.44,174.2,0.574,16.72,False,Balance,True,False
18,0.9039,18,0.0,44.8,2.442,175.3,0.284,3.39,False,Balance,True,False
18,0.9044,18,0.01,-30.88,2.442,159.7,2.288,-6.66,False,Harvest,False,False
18,0.905,18,0.0,48.41,2.445,176.4,0.423,7.72,False,Balance,True,False
18,0.9056,18,0.01,-32.75,2.445,159.6,0.176,10.53,False,Harvest,True,True
18,0.9061,18,0.01,-17.47,2.445,163.0,0.05,-4.81,False,Harvest,False,False
18,0.9067,18,0.0,104.33,2.45,188.5,0.686,14.81,False,Push,True,True
18,0.9072,18,0.0,10.22,2.45,169.1,0.154,14.03,False,Balance,True,True
18,0.9078,18,0.01,-32.0,2.45,160.5,2.731,-1.11,False,Harvest,False,False
18,0.9083,18,0.0,22.42,2.452,172.0,1.299,7.6,False,Balance,False,False
18,0.9089,18,0.0,20.21,2.453,171.7,0.198,4.63,False,Balance,True,False
18,0.9094,18,0.0,10.23,2.453,169.8,0.177,13.83,False,Balance,True,False
18,0.91,18,0.0,48.42,2.456,177.9,1.22,3.01,False,Balance,False,False
18,0.9106,18,0.0,104.46,2.461,189.8,0.913,2.29,False,Overtake,True,False
18,0.9111,18,0.0,80.42,2.465,185.0,1.008,-7.87,False,Push,False,False
18,0.9117,18,0.01,-36.1,2.465,160.9,0.689,6.3,False,Harvest,True,True
18,0.9122,18,0.0,76.96,2.469,184.6,1.08,20.45,False,Push,False,False
18,0.9128,18,0.0,-28.92,2.469,162.7,1.815,16.47,False,Harvest,False,False
18,0.9133,18,0.01,-17.63,2.469,165.2,0.505,21.9,False,Harvest,True,False
18,0.9139,18,0.01,-30.63,2.469,162.7,1.334,-8.3,False,Harvest,False,False
18,0.9144,18,0.01,36.0,2.47,176.8,0.257,7.19,False,Balance,True,True
18,0.915,18,0.0,19.07,2.471,173.4,0.144,1.37,False,Balance,True,False
18,0.9156,18,0.01,-30.63,2.471,163.3,0.577,1.99,False,Harvest,True,False
18,0.9161,18,0.0,88.4,2.476,188.2,0.125,8.75,False,Push,True,True
18,0.9167,18,0.0,20.3,2.477,174.2,0.714,1.74,False,Balance,True,False
18,0.9172,18,0.0,99.63,2.482,190.9,0.992,12.9,False,Push,True,True
18,0.9178,18,0.0,103.4,2.487,191.9,0.992,3.14,False,Overtake,True,False
18,0.9183,18,0.0,-11.02,2.487,168.2,0.641,11.87,False,Harvest,True,False
18,0.9189,18,0.0,101.46,2.492,191.9,1.068,15.61,False,Push,False,False
18,0.9194,18,0.0,20.34,2.493,175.1,0.571,4.94,False,Balance,True,False
18,0.92,18,0.0,34.15,2.495,178.2,1.307,10.06,False,Balance,False,False
18,0.9206,18,0.01,-32.75,2.495,164.5,0.248,2.84,False,Harvest,True,False
18,0.9211,18,0.0,25.66,2.496,176.8,0.05,6.97,False,Balance,True,False
18,0.9217,18,0.01,-26.33,2.496,166.2,0.893,0.75,False,Harvest,True,False
18,0.9222,18,0.01,-10.6,2.496,169.6,0.279,20.03,False,Harvest,True,False
18,0.9228,18,0.0,34.92,2.498,179.3,0.185,14.46,False,Balance,True,False
18,0.9233,18,0.0,25.36,2.499,177.5,0.607,11.34,False,Balance,True,True
18,0.9239,18,0.0,17.21,2.5,176.0,0.239,6.74,False,Balance,True,False
18,0.9244,18,0.0,27.72,2.501,178.3,0.833,-5.02,False,Balance,False,False
18,0.925,18,0.0,119.73,2.507,197.7,1.265,14.62,False,Overtake,False,False
18,0.9256,18,0.0,38.9,2.509,181.1,1.287,24.16,False,Balance,False,False
18,0.9261,18,0.0,49.36,2.512,183.4,0.603,3.7,False,Balance,True,False
18,0.9267,18,0.0,113.52,2.517,197.0,0.151,14.24,False,Push,True,False
18,0.9272,18,0.0,48.63,2.52,183.6,0.162,11.01,False,Balance,True,True
18,0.9278,18,0.0,-25.55,2.52,168.4,0.725,12.63,False,Harvest,True,False
18,0.9283,18,0.0,26.11,2.521,179.3,0.834,6.45,False,Balance,True,False
18,0.9289,18,0.0,37.61,2.523,181.9,1.166,10.06,False,Balance,False,False
18,0.9294,18,0.0,37.15,2.525,182.0,0.164,-1.47,False,Balance,False,False
18,0.93,18,0.0,35.7,2.527,181.9,0.429,3.65,False,Balance,True,False
18,0.9306,18,0.0,113.27,2.532,198.2,1.178,10.57,False,Push,False,False
18,0.9311,18,0.0,47.17,2.535,184.7,0.875,3.86,False,Balance,True,False
18,0.9317,18,0.0,31.59,2.536,181.6,0.05,6.22,False,Balance,True,True
18,0.9322,18,0.01,-39.85,2.536,166.9,1.665,-1.78,False,Harvest,False,False
18,0.9328,18,0.0,32.74,2.538,182.2,0.05,20.52,False,Balance,True,True
18,0.9333,18,0.0,114.65,2.544,199.5,0.415,-7.3,False,Push,False,False
18,0.9339,18,0.0,-16.03,2.544,172.4,0.209,-2.94,False,Harvest,False,False
18,0.9344,18,0.0,116.22,2.549,200.2,0.433,12.58,False,Push,True,False
18,0.935,18,0.0,-11.66,2.549,173.7,0.391,0.36,False,Harvest,True,False
18,0.9356,18,0.01,-23.81,2.549,171.4,1.06,1.07,False,Harvest,False,False
